,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,asin,image,overall,reviewText,reviewTextClean,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,sentiment
2582,5947,355306,355306,B00BHZLHBI,,5.0,Excellent,excellent,"07 6, 2014",A3VQJWR1UD2QCX,R Webb,{'Model:': ' BRG35503'},Five Stars,1404604800,True,,1
803,7223,742749,742749,B00KAIZG6U,,5.0,"Great cover. It's very durable. I've had it on my Surface Pro since I purchased it and I'm not even sure what the machine looks like without it. It also has a slot for the pen which is really handy. The fact that I haven't lost the pen over the course of the last year is testament to its value-add.

Update (Sep. 2015)... I've had it for over a year and it's finally giving out. The back flap that holds the case broke. I don't even care. I'm happy to buy a new one. Well worth the money.",great cover durable surface pro since purchased even sure machine look like without also slot pen really handy fact lost pen course last year testament value add update sep year finally giving back flap hold case broke even care happy buy new one well worth money,"05 29, 2015",ACOW5JPO6E3TL,Kelly,,Buy it.,1432857600,True,,1
132,5744,434585,434585,B01CGGOXWQ,,3.0,GOOD PS but leads are way to short,good p lead way short,"09 1, 2016",A3EK232B95U90R,Ted T,{'Style:': ' 450 Watt'},Three Stars,1472688000,True,,0
2702,7526,294214,294214,B007OY5V68,,5.0,"I'm Using these Mini Speaker System the AYL Portable.  They work very well with my Zune, which I missed the music I had on it which was over 2000 songs.  I needed them for my long drive to Las Vegas.  They are strong in their sound and quality is very good.",using mini speaker system ayl portable work well zune missed music song needed long drive la vega strong sound quality good,"09 23, 2015",A18XZY0RNLZTQX,Betty White,"{'Size:': ' Standard', 'Color:': ' black'}",The AYL Poartable Mini Speakers,1442966400,True,,1
2468,145,332022,332022,B00A1ZTZZK,,5.0,"So quiet, so fast.",quiet fast,"07 11, 2014",A34599BH7Z7NXQ,Matthew Stafford,"{'Capacity:': ' 240GB', 'style name:': ' Single Drive'}",Sweet SSD,1405036800,True,,1
645,159,606762,606762,B0131LEP0A,,5.0,"Incredible value for the money. I love this device. I have it connected to t-mobile 4G LTE and it works without any issues. It feels very high quality, way more expensive than it is. The quad core plus 1gb RAM is plenty for most apps. It's a great starter phablet for someone who isn't a heavy user. It also comes with a factory-installed screen protector which is a great added bonus. Also, customer support from the company is excellent.",incredible value money love device connected mobile g lte work without issue feel high quality way expensive quad core plus gb ram plenty apps great starter phablet someone heavy user also come factory installed screen protector great added bonus also customer support company excellent,"11 26, 2015",A4QIG2U5MBO4R,Unbiased buyer,,Wonderful and inexpensive tablet!,1448496000,True,4,1
1532,2229,295695,295695,B007PPZ2I8,,5.0,"Worked Flawlessly to clone my normal drive to my new mSata drive, which I'm now running on to write this review.
Seems well made and met my needs perfectly",worked flawlessly clone normal drive new msata drive running write review seems well made met need perfectly,"04 12, 2015",A3MI3D596FFZI3,Alan Curtis,"{'Capacity:': ' mSATA', 'Style:': ' SATA to mSATA'}",Worked Flawlessly,1428796800,True,,1
2317,5781,674759,674759,B01FKW6IRG,,5.0,"<div id=""video-block-R23V8CMI4ZGNRJ"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/A1L7Nyc-2XS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/11htNCs0Z0S.png"" class=""video-slate-img-url"">&nbsp;Needed a little more punch for my Boss All Weather Speakers..  Nice additive!  It does kick when there is base!  I Like It!",div id video block r v cmi zgnrj class section spacing small spacing top mini video block div input type hidden name value http image na ssl image amazon com image l nyc x mp class video url input type hidden name value http image na ssl image amazon com image htncs z png class video slate img url nbsp needed little punch bos weather speaker nice additive kick base like,"06 7, 2017",A83SV0RF5CFSM,Bob,,Kicks When Bass is There!,1496793600,False,,1
114,2918,764490,764490,B017E8WX46,,5.0,A*A*A*A*A* EXCELLENT THANK YOU.,excellent thank,"06 6, 2018",A1XB5LP4D1HXET,Sami,,A*A*A*A*A* EXCELLENT THANK YOU.,1528243200,True,,1
561,9386,254262,254262,B005LKB0IU,,4.0,"Pre-disclosure: I'm a bit of an audiophile. The sound quality on these are not the best ever. With a good device (with an EQ) you can get some decent sound out of them.
That said, these are great headphones for the price. I wear mine to the gym where there is loud music playing already, so I don't notice any lack of quality in the headphones there. Many people will look for in-ear headphones, possibly for size or comfort. I appreciate these in an additional way because my hearing ISN'T cut off from the rest of the world (contrary to what a lot of people want, so take that as you will). In the gym, again - where I primarily use them, it's handy to hear if somebody is calling my name for a spot, or if there's a PA announcement or something. I can easily hear that while still wearing my headphones. They also fold up rather well, and come with a bag to carry them in. The range is pretty good. I can leave my music player on a bench and go get weights from the other side of the gym without experiencing any interruption.
Some of the downsides not yet mentioned is that the main button is used for too many functions. You have to hold it down for a few seconds to turn it on, but hold it for slightly too long and it puts the device in searchable mode. This can be frustrating. Also, the plastic that goes around your ears can get uncomfortable after a time. Having a softer material or more configurable shape would be beneficial.

tl;dr
Pros
+price
+portability
+take phone calls
+range

Neutral
=sound quality, call quality
=comfort
=does not 'cut off' other sounds.

cons
-button configuration
-a bit bulky",pre disclosure bit audiophile sound quality best ever good device eq get decent sound said great headphone price wear mine gym loud music playing already notice lack quality headphone many people look ear headphone possibly size comfort appreciate additional way hearing cut rest world contrary lot people want take gym primarily use handy hear somebody calling name spot pa announcement something easily hear still wearing headphone also fold rather well come bag carry range pretty good leave music player bench go get weight side gym without experiencing interruption downside yet mentioned main button used many function hold second turn hold slightly long put device searchable mode frustrating also plastic go around ear get uncomfortable time softer material configurable shape would beneficial tl dr pro price portability take phone call range neutral sound quality call quality comfort cut sound con button configuration bit bulky,"08 20, 2013",ADU9DD02LMNJO,zerop,{'Color:': ' Silver'},Great headphones!,1376956800,True,,1
2046,9418,715648,715648,B005SNKTK0,,4.0,"<div id=""video-block-R3EUMIA2XW8BQ2"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/D1JrUFoA6FS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/81%2BkGgDfRPS.png"" class=""video-slate-img-url"">&nbsp;Stuck in a hotel room on the road again, I review another tech gadget that makes my computer bag lighter as I travel with my job.

UPDATE: Stuck in yet another hotel room on the road, and my Innergie cable broke.  The cable pulled away from the plug, leaving a shred of loose wires around the base of the cable.  I am bummed out since this is like losing three cables at once.  I still love the adapter though.  I have three, and they are doing a good job, but I don't think I will be buying any more of the cables.

So I removed a star from my rating.",div id video block r eumia xw bq class section spacing small spacing top mini video block div input type hidden name value http image na ssl image amazon com image jrufoa f mp class video url input type hidden name value http image na ssl image amazon com image bkggdfrps png class video slate img url nbsp stuck hotel room road review another tech gadget make computer bag lighter travel job update stuck yet another hotel room road innergie cable broke cable pulled away plug leaving shred loose wire around base cable bummed since like losing three cable still love adapter though three good job think buying cable removed star rating,"03 10, 2013",A1D3AOT3UQRXPW,S. Pirtle,{'Package Type:': ' Standard Packaging'},Handy little things to make travel less tangled,1362873600,True,,1
1254,4934,508567,508567,B00N3ZPDSS,,5.0,Happy Happy Happy with the laptop cover! Great price amazing laptop cover:),happy happy happy laptop cover great price amazing laptop cover,"01 10, 2015",A1N0JH71YKCUHU,Troy Refamonte,{'Color:': ' Matte Purple'},Five Stars,1420848000,True,,1
1539,3212,283493,283493,B0076BNK30,,4.0,"Except for the price, this is a wonderful lens.  I have been shooting basketball games, and I need the low F value, and the mid range zoom when players drive to the basket.",except price wonderful lens shooting basketball game need low f value mid range zoom player drive basket,"04 16, 2017",A1IK4X8MMQ9RMO,Greg Hooten,{'Style:': ' Lens Only'},"Great lens, but the price...",1492300800,True,,1
2578,3546,314487,314487,B0092ML0MY,,5.0,"Needed to upgrade my power for my PC after getting a very powerful graphics card, ATI Radeon HD 5870. And this worked great for that.",needed upgrade power pc getting powerful graphic card ati radeon hd worked great,"05 11, 2013",A2K2VXVP6SR704,jason munday,"{'Size:': ' 600 Watt', 'Style:': ' Non-Modular'}",Just what i wanted,1368230400,True,,1
1739,6991,686563,686563,B0001MMH8K,,4.0,"Built:

It is certainly thinner than my MZ-N707 but wider. The anterior half is metallic but the posterior is plastic. I find this esthetically pleasing to the eye to my surprise unlike the pictures on the website. It feels lighter than any portable I have and yet it feels solidly built.

Accessories:

Headphones

Dedicated USB cable

AC adaptor 3V

Battery charging stand

Remote Control

NH-10WM Nickel metal hydride rechargeable battery

Dry Battery Case

Battery Carrying Case

CD-ROM Sonic Stage 2.0/MD Simple Burner

Optical Cable

Clamp filters (large and small)

Functions:

It does function as a removable drive. This was the clincher for me why I upgraded to Hi-MD. Good bye zip discs..... The transfer may not be as fast as a CD Burner but I still like the idea of the external protection of its casing. The method of writing I think is more reliable since it is a magneto-optical device. I was almost tempted to buy a Fujitsu MO drive because of the long wait for its released but instead I found myself buying a portable Toshiba DVD player instead. You can defragment using the windows XP's tool however the .hma files seem impervious to it. I always thought that you have to format the regular MDs to Hi-Mds first in order to use it as a storage device.

Suprisingly, once you drop any file to your sony hi-md removable drive, it automatically creates a management folder thus no intentional ""formatting"" required.

As a music device, for me it is far better than the NetMD. Transfer is a lot faster and the sounds better. Although I have used: Hi-SP and PCM using the sonic stage 2.1, the transfer seems flawless and much faster. Simple Burner transfer is easier to use however. The sound thus far is better than your LP2- 132kbps, but then again it is not fair to compare Hi-SP with LP2. The HD amp has so far delivered for me. The music is far clearer and life-like, in fact for me, music in MD is better than the CD maybe the HD amp plays a role in it. As far as display, the Hi-MD shows the title and the artist unlike NetMD.

The separation of each musical instrument is distinct enough, sensurround if you will, that you'll think the performance is right there in your room.

Home made recordings can be uploaded to your computer. If you want your uploaded recordings unrestricted convert them to wav using Marcnet's HiMD renderer. Sony will release its wave converter sometime this fall.",built certainly thinner mz n wider anterior half metallic posterior plastic find esthetically pleasing eye surprise unlike picture website feel lighter portable yet feel solidly built accessory headphone dedicated usb cable ac adaptor v battery charging stand remote control nh wm nickel metal hydride rechargeable battery dry battery case battery carrying case cd rom sonic stage md simple burner optical cable clamp filter large small function function removable drive clincher upgraded hi md good bye zip disc transfer may fast cd burner still like idea external protection casing method writing think reliable since magneto optical device almost tempted buy fujitsu mo drive long wait released instead found buying portable toshiba dvd player instead defragment using window xp tool however hma file seem impervious always thought format regular md hi md first order use storage device suprisingly drop file sony hi md removable drive automatically creates management folder thus intentional formatting required music device far better netmd transfer lot faster sound better although used hi sp pcm using sonic stage transfer seems flawless much faster simple burner transfer easier use however sound thus far better lp kbps fair compare hi sp lp hd amp far delivered music far clearer life like fact music md better cd maybe hd amp play role far display hi md show title artist unlike netmd separation musical instrument distinct enough sensurround think performance right room home made recording uploaded computer want uploaded recording unrestricted convert wav using marcnet himd renderer sony release wave converter sometime fall,"10 16, 2004",A1ZHP7DWIBEO5C,B. Manalansan,{'Package Type:': ' Standard Packaging'},Must have for MD fans,1097884800,False,,1
1336,5837,684187,684187,B00005QSQP,,5.0,I received this mounting bracket very quickly after the order.  When I attached it to my GPS the item was as advertised.  It was the proper bracket for my GPS.  The GPS locks onto the bracket tighly and securely and doesn't come off during a rough ride on my quad.,received mounting bracket quickly order attached gps item advertised proper bracket gps gps lock onto bracket tighly securely come rough ride quad,"11 2, 2011",A2IHX559AAMP3K,Kathleen Az,,Great!,1320192000,True,,1
2338,1467,456079,456079,B00IRV2DL8,,4.0,My Mac only has 2 ports so this is great.,mac port great,"07 27, 2017",A1MSPC0K36R92,Sandy,{'Color:': ' Cassette Player6'},Four Stars,1501113600,True,,1
758,5237,100459,100459,B000X27XDC,,4.0,"Typical workflow with a digital camera:
1) take picture
2) connect camera or memory card to computer
3) copy photos to computer
4) move photos from computer to sharing site, like Flickr or Facebook

New workflow with the Eye-Fi:
1) take picture

That's it. Eye-Fi automatically copies your picture to your computer and to your website.  The photos will be kept private until you make them public.

One downside to this is that your camera obviously must be powered on while the Eye-Fi handles steps 2-4 for you.  This may take 30-60 seconds, which may remind you of the old Polaroid days while you waited the minute for the picture to develop.  It runs the batteries down a bit faster, too, since you change your ""auto-off"" settings to give Eye-Fi time to do its thing.

Remember, too, it only works with a Wi-Fi network which you can configure.  So, Eye-Fi is connected to my home network, and when I'm home and take a picture, it functions as described above. If I'm out and about, the upload won't occur until I'm home and power up the camera again.  You know how you can go to a hotel and get a password at the desk to connect to their network?  You'll have to go in the Eye-Fi configuration and add the hotel settings there -- it's not enough to have your computer find the network, as the Eye-Fi operates independently.  (If this is an issue for you, buy the other Eye-Fi that works anywhere).

You will love this, especially if you share pictures. It's one of the best gadgets I've purchased for the camera.",typical workflow digital camera take picture connect camera memory card computer copy photo computer move photo computer sharing site like flickr facebook new workflow eye fi take picture eye fi automatically copy picture computer website photo kept private make public one downside camera obviously must powered eye fi handle step may take second may remind old polaroid day waited minute picture develop run battery bit faster since change auto setting give eye fi time thing remember work wi fi network configure eye fi connected home network home take picture function described upload occur home power camera know go hotel get password desk connect network go eye fi configuration add hotel setting enough computer find network eye fi operates independently issue buy eye fi work anywhere love especially share picture one best gadget purchased camera,"11 4, 2008",A2PR46SD34TRFH,Chris,,Great product for anyone,1225756800,False,,1
2204,4046,536685,536685,B00QL1ZN3G,,1.0,I could have used the charger I already had.,could used charger already,"01 6, 2016",A2TC47LBM5UQWJ,Flittinbug,{'Format:': ' Accessory'},One Star,1452038400,True,3,0
1063,6004,644748,644748,B019RIKBTU,,5.0,"Camera works great, has an Amazing picture when played back.  EVERY car should have one of these",camera work great amazing picture played back every car one,"12 26, 2016",A1JDR1EVLKK4LM,Michael Aretsky,,Great DVR for the car,1482710400,True,,1
419,8744,117966,117966,B0017JY5F4,,5.0,I bought this to bring to work so I could charge my phone with my computer and not clutter the desk with extra wires.  This is great!,bought bring work could charge phone computer clutter desk extra wire great,"07 8, 2014",A35X2JJI49OBZP,C. Bayne,"{'Size:': ' 1 ft', 'Style:': ' Straight'}",Perfect size,1404777600,True,,1
2902,2233,151981,151981,B00264TQRG,,1.0,"This recorder's printing on the buttons and on the screen are way too small to use effectively.  It's not like everybody is young and doesn't need reading glasses.  Really annoying and the screen is not bright, so the small print really discourages use.  I really hate companies that cram the type 6 or smaller font onto buttons and expect customers to be able to read it.",recorder printing button screen way small use effectively like everybody young need reading glass really annoying screen bright small print really discourages use really hate company cram type smaller font onto button expect customer able read,"02 5, 2012",A3DBBUH2WA1VI5,Anonymous in TX,,need microscope to read,1328400000,True,,0
842,8908,99029,99029,B000WG6XW6,,5.0,"My wife loves June so she was ecstatic. This more than met expectations. It shipped to me pretty fast, too.",wife love june ecstatic met expectation shipped pretty fast,"06 5, 2014",ADGCFAHJA4QWB,M4573r,,Excellent,1401926400,True,,1
583,212,773324,773324,B01H17NWP4,,4.0,"These are awesome. Very solid build quality, I love that I can hard mount the camera using the standard screw size(5/8th). You can do this both on the bottom (center of case), or top (where the cold shoe is).

It's a bonus to have the filter, and lens cap.

The ONLY reason I am giving this 4 stars instead of 5 is the screw to hold the camera into the case. It tilts the camera slightly (extremely slight, nearly negligible), that and the fact that it comes out from the side of the camera so far.
I built a multi-cam rig and decided to use these in place of some other options I used in the past, and those two things affect my ability to do it ""exactly"" how I wanted to.

Other then that I'd recommend this to anyone. Really awesome.",awesome solid build quality love hard mount camera using standard screw size th bottom center case top cold shoe bonus filter lens cap reason giving star instead screw hold camera case tilt camera slightly extremely slight nearly negligible fact come side camera far built multi cam rig decided use place option used past two thing affect ability exactly wanted recommend anyone really awesome,"02 3, 2018",A16Y02CC69HF64,Michael,{'Color:': ' Blue'},One of the best quality builds I've used.,1517616000,False,,1
705,6781,200258,200258,B007PV0LAQ,,3.0,"I purchased this cover because I've upgraded from an iPad 2 to an iPad 3 and the cover I'd been using was the tray type and the depth was too shallow.  My device kept slipping out of the cover.  I paid a little more for this cover, hoping it would hold my iPad more securely than the old one.  It almost does, but my tablet still slips out too easily.

This cover is fine if I want something to hold my iPad temporarily, but this is not an all day cover.  The tray is just too shallow.  For all day, I use a cover that wraps.  It was way more expensive than this one, and is slightly more of a hassle to use, but peace of mind is worth it.

I think the cover is designed for the 2nd generation iPad, and the very slight size increase of the 3rd gen is just too much for it.",purchased cover upgraded ipad ipad cover using tray type depth shallow device kept slipping cover paid little cover hoping would hold ipad securely old one almost tablet still slip easily cover fine want something hold ipad temporarily day cover tray shallow day use cover wrap way expensive one slightly hassle use peace mind worth think cover designed nd generation ipad slight size increase rd gen much,"08 5, 2013",A1M1Y5UGONAW06,Jody,,Imperfect for iPad 3,1375660800,True,,0
2217,8910,283377,283377,B00766BEYM,,4.0,It is hard to find a wired headset for a phone nowadays. Smartphone headsets are bluetooth. Good luck finding a 2..5 or 3.5 mm quality headset. I was lucky to find a 3.5 mm headset for my iPhone 4. I really like the sound quality of this headset. I don't like the coiled plug wire for its tension it adds when talking. I highly recommend this item while this alternative to bluetooth is still available.,hard find wired headset phone nowadays smartphone headset bluetooth good luck finding mm quality headset lucky find mm headset iphone really like sound quality headset like coiled plug wire tension add talking highly recommend item alternative bluetooth still available,"05 30, 2014",A15PAFDSAKFKZE,Arthur P Niederfringer,,Good Quality Sound -Don't Like Coiled Plug Wire,1401408000,True,,1
2472,6511,386735,386735,B00DIF2BO2,,1.0,"While I'm a handy guy I was absolutely puzzled.
There are assembling instructions. I know, sometimes it's ridiculous how simple they can be. But I used to see them in even most simple product. Later I realized it actually was a bad sign. But it didn't click in my mind until I found holed in parts that have to be connected didn't fit. Out of 8 connections 5 were incorrect. I tried different combinations like puzzle. No way. I was absolutely right. I'm really surprised by seeing tons of happy reviews and the fact that I've got 100% flawed product. Was it just my luck? Or did Cheetah Mounts started sending different product/made on different factory under an old name (with ""made in China"" it's been often used)? Did anybody else had a similar experience recently?",handy guy absolutely puzzled assembling instruction know sometimes ridiculous simple used see even simple product later realized actually bad sign click mind found holed part connected fit connection incorrect tried different combination like puzzle way absolutely right really surprised seeing ton happy review fact got flawed product luck cheetah mount started sending different product made different factory old name made china often used anybody else similar experience recently,"12 6, 2012",A1RRYU9QNATIB1,Roman Klimenko,{'Size:': ' VESA 600 Tilt'},That was a real astonishment,1354752000,True,,0
95,7085,84305,84305,B0012HT8WQ,,5.0,"This is a very fast, quiet external hard drive with lots of space.  It has been flawless for the past month I have owned it.",fast quiet external hard drive lot space flawless past month owned,"05 2, 2008",A3E0QBEXG2D801,Ron Reber,{'Capacity:': ' 500 GB'},Great external hard drive,1209686400,True,2,1
2961,6454,6857,6857,B00006364I,,4.0,Does its job,job,"09 26, 2015",AYQLSSQFDFGPN,Chaser1,,Four Stars,1443225600,True,,1
1681,4956,559762,559762,B00U10GB20,"['https://images-na.ssl-images-amazon.com/images/I/71nbfRktQqL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61HeKkhxRFL._SY88.jpg']",1.0,"I had high expectations after reading the description for this lightning cable. Sorry to say it did not perform well. After only a few weeks the casing opening and the wires were exposed.

Its not fun to get continuously shocked by a cable. I thought maybe Id buy some electrical tape, but upon looking at my order  I can still return this item, so I will.

So if you are looking for a cable that can take some bending (because most people find they have to plug in the cable while using their phone), then this might not be the best choice. I would suggest SyncWire strengthen the 1.5 inches of cable from the connector to handle the bend.",high expectation reading description lightning cable sorry say perform well week casing opening wire exposed fun get continuously shocked cable thought maybe id buy electrical tape upon looking order still return item looking cable take bending people find plug cable using phone might best choice would suggest syncwire strengthen inch cable connector handle bend,"01 13, 2018",A2W1TFJ772Y8K2,digitalfriday,{'Color:': ' 6.5ft White'},My cable opened after just a few bends. I was literally shocked while using this cable.,1515801600,True,,0
1982,3968,671505,671505,B01EX1E2GO,['https://images-na.ssl-images-amazon.com/images/I/71VeG6R6JJL._SY88.jpg'],5.0,Initially they are great. They just arrived and so far These headphones are the only one that my daughter has kept on. The cable and jack seem to be made well now just have to see how they hold up to use as small children are rough on stuff.,initially great arrived far headphone one daughter kept cable jack seem made well see hold use small child rough stuff,"02 11, 2018",A374TEG4CYA4YB,Guy Creason,{'Color:': ' BUNNY'},Awesome,1518307200,True,,1
1748,4629,485598,485598,B00I86FQ2U,,3.0,Thin material and difficult to get the wrinkles out,thin material difficult get wrinkle,"04 23, 2015",A3PTRTNS478NNO,Nikki Fischer-Buchholz,,not worth it,1429747200,True,5.0,0
2404,2481,436189,436189,B00HCMZ2AC,,1.0,"I was impressed with this product until it went and died on me mid song. I kept it charged and I never completely
loaded it up. I listen to it about once a week since I bought it. It was for some me time. Tonight I was listening to it
and it died and it will not power up now. Never was damaged or washed and kept in the box until I was ready to listen
to it. DO NOT BUY THIS PRODUCT",impressed product went died mid song kept charged never completely loaded listen week since bought time tonight listening died power never damaged washed kept box ready listen buy product,"10 9, 2016",AX3T0NXRF5685,James D Shanks,"{'Color:': ' Orange', 'Capacity:': ' 8GB', 'Style:': ' .96"" TFD-LCD'}",I was impressed with this product until it went and ...,1475971200,True,,0
568,8343,505912,505912,B00MXXJLTS,,5.0,"I have owned 3 different models by Alldaymall. Starting with the single core to the dual core processor models. Then finally this quad core version. Alldaymall tablets are the easiest to use out of the box. They have the least amount of unnecessary apps pre-installed. And it is almost impossible to brick Alldaymall tablets when trying to customize the Android operating system because they have a backup ROM to recover from if for some reason you could not do a factory reset. I have purchased budget tablets from ProntoTec, Foneso and Idroid. None of them include a backup ROM. I also like the higher resolution of this tablet because there is more room for icons on the screen. ProntoTec makes a tablet with the same resolution but they set the app icons large which made the screen look small like an 800x480 tablet. I just wish these budget Android tablets have easy to replace batteries like Android phones.",owned different model alldaymall starting single core dual core processor model finally quad core version alldaymall tablet easiest use box least amount unnecessary apps pre installed almost impossible brick alldaymall tablet trying customize android operating system backup rom recover reason could factory reset purchased budget tablet prontotec foneso idroid none include backup rom also like higher resolution tablet room icon screen prontotec make tablet resolution set app icon large made screen look small like x tablet wish budget android tablet easy replace battery like android phone,"02 2, 2015",A2ZOMM1UA59B11,Rommel,,Almost perfect for the price...,1422835200,True,3,1
2864,7942,614798,614798,B014I8U33I,,5.0,"works and flexible cable, not too heavy",work flexible cable heavy,"01 23, 2018",A2QB0KKBWDV9OC,Zorro,"{'Length:': ' 15 Feet', 'Style:': ' Single Pack with RedMere'}",Five Stars,1516665600,True,,1
1382,5221,239266,239266,B005C3CIFA,,5.0,"working good so far i get the same amount of usage hours from the original one but my lapt
op uses alot of batt. great buy",working good far get amount usage hour original one lapt op us alot batt great buy,"11 11, 2012",A1ZVS5KAUT92HY,Sdcv,,hpv5,1352592000,True,,1
2352,9284,747117,747117,B00N8505DG,,5.0,Item as listed. Super quick shipping.,item listed super quick shipping,"10 20, 2017",A18CHYXEYN8T34,Amazon Customer,,Super quick shipping,1508457600,True,,1
2111,2234,612998,612998,B01469DJLM,,4.0,"Just hooked it up (very simple process) about an hour ago. Perfect fit (width) for my laptop. Very quiet fans. Cooling pad is a bit 'thicker' than I thought it would be, so my keyboard is now 2.6"" high, which I'll get used to rather quickly.  I wish the 'on' switch wasn't in the back, but that's just personal preference. The two plastic clips at the front that hold the laptop in place seem less 'sturdy' than they probably are - time will tell.  So far, so good!",hooked simple process hour ago perfect fit width laptop quiet fan cooling pad bit thicker thought would keyboard high get used rather quickly wish switch back personal preference two plastic clip front hold laptop place seem le sturdy probably time tell far good,"12 24, 2015",A2FMVL3KNYH41V,Rus O.,,Perfect fit (width) for my laptop,1450915200,True,,1
1750,83,562850,562850,B00UJU5MUE,,5.0,Great scanner. Does not do decrypted audio. I've messed with whistlers and this scanner. This is by far the best scanner I've used for P25 phase 2. Audio levels are good and programming with freescan worked with no problems. Do yourself a favor and sign up for a radio-reference account when programming.,great scanner decrypted audio messed whistler scanner far best scanner used p phase audio level good programming freescan worked problem favor sign radio reference account programming,"07 20, 2016",A1292P6N1J5NV1,Amazon Customer,{'Size:': ' 3.42in. x 12.10in. x 8.26in.'},Great scanner. Does not do decrypted audio,1468972800,True,3,1
1091,4334,519265,519265,B00O4GAE8Y,,4.0,Has good sound quality for the price,good sound quality price,"04 24, 2017",A3R9FMV0FXX6PV,Lois,,Four Stars,1492992000,True,,1
1850,8564,712109,712109,B002LE8CIK,,5.0,Light compact and speedy to either load to or obtain data from.  I would recommend this drive to anyone who travels with a netbook or small laptop as an auxiliary drive.,light compact speedy either load obtain data would recommend drive anyone travel netbook small laptop auxiliary drive,"12 11, 2010",A1NYW18IK0SHRX,Fred,,Apricorn 500 GB USB drive,1292025600,True,,1
141,350,213169,213169,B004N625BO,,4.0,Works good for my wife's desktop.,work good wife desktop,"12 24, 2014",A22G1L1HJB7XJO,D. in Virginia,{'Model:': ' N300 Micro'},Four Stars,1419379200,True,,1
2804,199,495187,495187,B00LZMPYA8,,5.0,works as advertised.,work advertised,"01 31, 2015",AAYG5TE4S5D0C,Amazon Customer,,Five Stars,1422662400,True,,1
1768,6494,331527,331527,B009ZRBVDE,,5.0,"This thing is great for LAN parties and other times when you just need to expand proper Ethernet to an array of devices. I use one near my kitchen table when we have Gaming PCs over and another one upstairs for a media room. I don't have to wire anything and its totally modular and movable.

I run a home server and the throughput is enough for Home Media streaming and we haven't seen any issues when gaming. I mean for a significant download(Huge Steam/Origin game) I will try and use my Switch hooked up to my router but that's a difference of 2 hours to 1 maybe and thats really generalizing.

The ease it gives you with the flexibility of locations to choose from outweighs the speed. Its good enough for mostly everything anyone wants to do. If you are having issues make sure you are not using any other type of Powerline system, some of them work together, others cause issues.",thing great lan party time need expand proper ethernet array device use one near kitchen table gaming pc another one upstairs medium room wire anything totally modular movable run home server throughput enough home medium streaming seen issue gaming mean significant download huge steam origin game try use switch hooked router difference hour maybe thats really generalizing ease give flexibility location choose outweighs speed good enough mostly everything anyone want issue make sure using type powerline system work together others cause issue,"12 2, 2015",A1WOHT94WCCNV8,A. Williams,"{'Capacity:': ' AV 500', 'Model:': ' 4-Port Switch'}",Great for LAN Parties and Whenever you need a couple of Ethernet Connections,1449014400,True,,1
2673,3872,454507,454507,B00IMTQ5I2,,1.0,"I was using my laptop today, which I've had for about 15 months, and it powered down and now shows no sign of life.

Up until this point i have LOVED it.  It always ran smooth and quiet and haven't had a single issue.

I googled my problem and found on Tom's Hardware forums that this is a frequent occurrence for MSI Apaches.  Some believe it's a motherboard issue.

Regardless, im outside warranty and i have a large paperweight at the moment.

Will update if i can resolve the issue",using laptop today month powered show sign life point loved always ran smooth quiet single issue googled problem found tom hardware forum frequent occurrence msi apache believe motherboard issue regardless im outside warranty large paperweight moment update resolve issue,"08 3, 2016",AWY4LMNAC9DWZ,ChrisMac12,,MSI problems with dead laptops,1470182400,True,,0
1513,79,713714,713714,B005EP30EO,,5.0,Great backup battery for my iphone,great backup battery iphone,"06 2, 2015",A22LAD7MA7NWQX,Armando,,Five Stars,1433203200,True,,1
1918,4943,115894,115894,B0016CFW8G,,5.0,"Very good quality cord, especially considering the price.",good quality cord especially considering price,"06 25, 2017",A3JQYOVMO7JDEQ,Koop,,"Very good quality cord, especially considering the price",1498348800,True,,1
740,6687,50323,50323,B000GBYVPI,,5.0,I purchased this cable as a replacement cable to download pictures from my Canon Powershot A620. The cable works fine and connects the USB port in my computer to the Canon A620's port.,purchased cable replacement cable download picture canon powershot cable work fine connects usb port computer canon port,"07 9, 2008",A18MN3B52HHBH1,Kirt,,This cable works,1215561600,True,,1
450,3677,673512,673512,B01FABWEVQ,,5.0,"I am still a fan of using a mouse. For the price this has amazing precision.
I don't like to use a  wireless mouse as I inadvertently can't find it when I need it as I often take my Chromebook with me in my travels.",still fan using mouse price amazing precision like use wireless mouse inadvertently find need often take chromebook travel,"05 11, 2017",A3S77HALB4KE1O,JDonna,{'Color:': ' pink'},CUTE HIGH PRECISION WIRED MOUSE,1494460800,True,,1
