,Unnamed: 0.1,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,reviewTextClean,length,predictedSentiment,predictedSentimentConfidence
468,2438,5.0,True,"01 10, 2018",AC5PPX3XLCZN1,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Greg &amp; Kristin Hyder,Glad I read the reviews and ordered a half size too big. These are light weight. I worked out in them last night and had a great work out. They are very comfortable. I would recommend these to anyone. I am a Beach Body Coach and these are now my new favorite shoes to work out in. I feel like I am walking in slippers when I wear these shoes. They are so comfortable. I LOVE them so much. I never buy myself anything nice and for Christmas got an Amazon gift card and used it to buy myself these sneakers and they are so awesome. I really do love them and have been telling all my friends about them. GET THESE SHOES!,Glad I read the reviews and ordered a half size ...,1515542400,3.0,,glad read review ordered half size big light weight worked last night great work comfortable would recommend anyone beach body coach new favorite shoe work feel like walking slipper wear shoe comfortable love much never buy anything nice christmas got amazon gift card used buy sneaker awesome really love telling friend get shoe,617,1,1.0
469,778,5.0,True,"12 27, 2016",A1IR4GED6BXNSR,B0058YEJ5K,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",M. Ridgell,Great product and fast shipping!,Five Stars,1482796800,,,great product fast shipping,32,1,1.0
470,344,5.0,True,"04 11, 2017",AT72GRKOXVE25,B001IKJOLW,"{'Size:': ' 10 D - Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Cristian Sosa,just do it :),Five Stars,1491868800,,,,13,1,0.75
471,1847,5.0,True,"01 20, 2017",ADJRDVMENHF0J,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Grey'}",Skiman,"Good quality, perfect fit.  It's a Nike!",Good Sneaker,1484870400,,,good quality perfect fit nike,40,1,1.0
472,1817,5.0,True,"03 18, 2017",A2KMWD77XBGZ8K,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Bonnie White,They are super comfortable. Loving them.,Five Stars,1489795200,,,super comfortable loving,40,1,1.0
473,1828,4.0,True,"03 8, 2017",A37K0VP2H8FKOU,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Amazon Customer,"I needed a wide size, that option was not available. So I went up a half size bigger hoping that would work. It's not quite comfortable but I am  able to wear them. I like the shoes.",Not quite wide enough,1488931200,,,needed wide size option available went half size bigger hoping would work quite comfortable able wear like shoe,182,1,0.75
474,2702,3.0,True,"08 5, 2016",A2SF88GW3AWEFK,B010RRWKT4,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Junkie,"I LOVE the look and comfort of these shoes for style and lifting weights. Super cute and flezable. BUT for running, absolutely not!! It might just be my pronation/supnation and these shoes just do not work for my personal stride. I run about 2-4 miles every few days. Average of 8 miles a week and then sprints twice a week on a treadmill. Just after running with these 3 times, I am having major back issues that I have never had before.

MY STATS and other shoes:
I road and trail run. I run on my tip toes on the treadmill and a lot of heal on the road. I am 5'6 169lbs with more muscle than an average runner. Built more like a sprinter than a marathon runner.
I LOVE Nike FLEX bottoms. They really give me support and flex needed. I have also used Asics and Puma.",Hurt my knees and back running,1470355200,2.0,,love look comfort shoe style lifting weight super cute flezable running absolutely might pronation supnation shoe work personal stride run mile every day average mile week sprint twice week treadmill running time major back issue never stats shoe road trail run run tip toe treadmill lot heal road lb muscle average runner built like sprinter marathon runner love nike flex bottom really give support flex needed also used asics puma,768,1,1.0
475,1094,4.0,True,"02 24, 2017",A3F5015D4BBJM9,B0014F7B98,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Hedy,Cute and comfy. Sleek design. My only complaint is the fly wire loosens up and my shoe sometimes slips off my heels during heavy sled runs. I have two pairs of this style.,My second favorite.,1487894400,,,cute comfy sleek design complaint fly wire loosens shoe sometimes slip heel heavy sled run two pair style,171,1,1.0
476,2897,4.0,True,"07 7, 2017",A29K85C92Z8HGR,B014IBJKNO,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",MET,"It's been a long time since I've worked a cross training shoe. This shoe is very light and minimally passed compared to running shoes. That's not meant to be a knock, just a fact.

I ordered the shoes half a size up because as a former runner, I'm used to my feet needing room to spread and swell. I wish I hadn't because they feel a little roomy. I have orthotics, so I think I can remedy the issue once I swap those in.

Otherwise, very good shoes",Light shoes,1499385600,,,long time since worked cross training shoe shoe light minimally passed compared running shoe meant knock fact ordered shoe half size former runner used foot needing room spread swell wish feel little roomy orthotics think remedy issue swap otherwise good shoe,449,1,1.0
477,105,4.0,True,"02 21, 2017",A1Y01U6OZLZE7I,B000YFSR5G,"{'Size:': ' X-Large', 'Color:': ' Charcoal Heather'}",Heather Devine,"Very comfy. If they had pockets, theyd be awesome! I bought these for me to lounge around in and my husband has stolen them. I might have to buy another pair!",Comfy and warm.,1487635200,,,comfy pocket theyd awesome bought lounge around husband stolen might buy another pair,158,1,1.0
478,2995,5.0,True,"01 22, 2017",A8I41EKH4UI1Y,B014IBJKNO,"{'Size:': ' 9.5 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",SLM,Great arch support and cushion both for the heel and ball of the foot. Great aerobic shoe!,Nice Support,1485043200,,,great arch support cushion heel ball foot great aerobic shoe,90,1,1.0
479,2119,3.0,False,"07 1, 2017",AE6W48FPMKO4L,B005AGO4LU,"{'Size:': ' 6 B(M) US', 'Color:': ' Black'}",PineTree,"Good indoor training shoes for running on treadmill, doing lunges and regular exercises at the gym. These are very flexible, light weight and comfortable. Grip is okay - sticky rubber is used only at the edges of heel and toe areas so I slipped a little when I worked on cable machines, resistance band, etc. on un-carpeted floor.  I would emphasize that if you do lifting as a part of your everyday routine workout I would not recommend them because mine (cushion) lasted only for six months and this is the reason I gave three stars. Other than that, I liked them!",Good indoor training shoes,1498867200,,,good indoor training shoe running treadmill lunge regular exercise gym flexible light weight comfortable grip okay sticky rubber used edge heel toe area slipped little worked cable machine resistance band etc un carpeted floor would emphasize lifting part everyday routine workout would recommend mine cushion lasted six month reason gave three star liked,566,1,0.75
480,2429,5.0,True,"02 14, 2018",A2QRWCN5YR05G9,B010RRWKT4,"{'Size:': ' 7 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Very confortable.,Smooth and confortable.,1518566400,,,confortable,17,1,1.0
481,708,5.0,True,"04 10, 2017",A2AEJ9NTLWD61V,B0058YEJ5K,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",Karen Mary Rowe,"Love these, comfortable, light weight, great fit.",Sooo comfortable,1491782400,,,love comfortable light weight great fit,49,1,1.0
482,2055,5.0,True,"11 9, 2017",AKZNLII88A0KO,B005AGO4LU,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,"My favorite running shoes!  The wall of the shoe is very thin, which makes them very comfortable to wear if your feet swell as you run.  I would not recommend for use on concrete or a treadmill, as there isn't very much impact absorption, but they are perfect for trail running!",Perfect for trails,1510185600,,,favorite running shoe wall shoe thin make comfortable wear foot swell run would recommend use concrete treadmill much impact absorption perfect trail running,278,1,1.0
483,1616,5.0,True,"04 26, 2018",AHZ8GGXF4BCNP,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Pure Platinum/Blue Glow/Wolf Grey'}",Melissa Williams,Love these shoes.. they are so comfortable.,Five Stars,1524700800,,,love shoe comfortable,43,1,1.0
484,200,5.0,True,"02 12, 2018",A2UALK0MY7S3C2,B001IKJOLW,"{'Size:': ' 8 B(M) US', 'Color:': ' Energy/Mtlc Silver/Black'}",salina,i love these shoes.,Five Stars,1518393600,,,love shoe,19,1,1.0
485,2161,5.0,True,"04 24, 2017",A1K0VEMIB5QF7I,B005AGO4LU,"{'Size:': ' 7 B(M) US', 'Color:': ' Grey'}",Amazon Customer,Extremely well fitting and light weight,Five Stars,1492992000,,,extremely well fitting light weight,39,1,1.0
486,1270,5.0,True,"03 19, 2018",A2QPBIA0HKEL96,B009MA34NY,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",kristin,Love the color!,Five Stars,1521417600,,,love color,15,1,1.0
487,2316,5.0,False,"05 24, 2016",A15DWAOMHKY7F2,B005AGO4LU,,N. Barker,"This is the most comfortable shoe I've ever had. No other shoe can compare to how the individual nubs on the bottom allow your foot to be cushioned, yet work like it's suppose to. My feet feel cradled in this shoe and hard surfaces don't make my feet ache anymore.

These shoes have a small amount of support, but not much, which I like as I'm coming from vibram five fingers. (Sorry vffs, I'm bailing after 2 years of shin splints, no matter what I did).

Highly recommended for walking/running on concrete or tracks. As long as nike continues to make the flex supreme, they will get my money. Please don't change this shoe!",Time to leave the fad of the month for something that works.,1464048000,8.0,,comfortable shoe ever shoe compare individual nub bottom allow foot cushioned yet work like suppose foot feel cradled shoe hard surface make foot ache anymore shoe small amount support much like coming vibram five finger sorry vffs bailing year shin splint matter highly recommended walking running concrete track long nike continues make flex supreme get money please change shoe,625,1,1.0
488,140,4.0,True,"01 29, 2016",A3HX4X3TIABWOV,B0014HA6VG,"{'Size:': ' One Size', 'Color:': ' Fireman (Red)'}",Denise A. Conte,"Sadly, not a true red. It's definitely orange",Four Stars,1454025600,,,sadly true red definitely orange,45,0,1.0
489,2038,5.0,True,"12 29, 2017",A2GBBOXDACUA6,B005AGO4LU,"{'Size:': ' 8.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Amazon Customer,"My wife loves these shoes. We have both been wearing sketchers and new balance for several years and recently we have both purchased Nike. There is a reason why Nike is still number 1 after all these years, you just cant beat their comfort.",My wife loves these shoes. We have both been ...,1514505600,,,wife love shoe wearing sketcher new balance several year recently purchased nike reason nike still number year cant beat comfort,240,1,1.0
490,1931,5.0,True,"07 19, 2016",A26TU9F2BSPSGT,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Christy,"Nice shoes, fit good",Five Stars,1468886400,,,nice shoe fit good,20,1,1.0
491,2654,4.0,True,"12 4, 2016",A1DF4MM3K93J0W,B010RRWKT4,"{'Size:': ' 6.5 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Andrea Valdez,Comfortable shoe.  I would buy again,Four Stars,1480809600,,,comfortable shoe would buy,36,1,1.0
492,1173,5.0,True,"09 23, 2016",AZ3KLARHNWMNZ,B0014F7B98,"{'Size:': ' 7 B(M) US', 'Color:': ' Grey'}",PomeLo,fits perfect,Five Stars,1474588800,,,fit perfect,12,1,1.0
493,2571,5.0,True,"04 15, 2017",AKJVCU7H1KDWI,B010RRWKT4,"{'Size:': ' 6 M US', 'Color:': ' black'}",madison,I have been wearing for a solid week during my work outs & they are great for comfort and they are light weight.,Love these shoes,1492214400,,,wearing solid week work out great comfort light weight,112,1,1.0
494,2195,5.0,True,"03 12, 2017",AG1CF6PFNBOQH,B005AGO4LU,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",anat,"The shoes are amazing,very comfortable and fit as expected highly recommended. :)",Amazing,1489276800,,,shoe amazing comfortable fit expected highly recommended,81,1,1.0
495,273,5.0,True,"08 14, 2017",A1Z37N7XE7FRD2,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",gi,"the best sneakers by far! I had never owned a pair of Nike sneakers, and I went solely on the reviews by others...
And I absolutely loved them!!",the best sneakers by far,1502668800,,,best sneaker far never owned pair nike sneaker went solely review others absolutely loved,144,1,1.0
496,1962,4.0,True,"04 19, 2016",A3UMNRR89DIZRM,B0092UF54A,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Good light weight shoe...had to add insole for more support.,Four Stars,1461024000,2.0,,good light weight shoe add insole support,60,1,1.0
497,2927,5.0,True,"05 7, 2017",A1P2JWDZ4SFW78,B014IBJKNO,"{'Size:': ' 6.5 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",ND,"Just because they are white, they do need a washing regularly but I have received many compliments on how pretty these white and pink shoes are. Extremely good Nike quality. Highly recommended.",Adorable shoes,1494115200,,,white need washing regularly received many compliment pretty white pink shoe extremely good nike quality highly recommended,193,1,1.0
498,3033,5.0,True,"11 27, 2016",ACDIEMICS7XGC,B014IBJKNO,"{'Size:': ' 10 M US', 'Color:': ' Pink Blast/Stealth/Hyper Pink/White'}",Shopping Queen,"Love these shoes, I have worn them all day and found them really comfortable with no aching feet at the end of the day. Fantastic colour and true to size. I also bought  Nike Women's Flex Supreme Tr 3 Pnk Pw/Mtllc Slvr/Cl Gry/White Training Shoe and these shoes are slightly more comfortable than those even though they look very similar.",Love them,1480204800,,,love shoe worn day found really comfortable aching foot end day fantastic colour true size also bought nike woman flex supreme tr pnk pw mtllc slvr cl gry white training shoe shoe slightly comfortable even though look similar,338,1,1.0
499,796,5.0,True,"11 16, 2016",AY6GA8WZR3JKV,B0058YEJ5K,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,EXCELLENT,Five Stars,1479254400,,,excellent,9,1,1.0
500,1490,5.0,True,"01 7, 2017",A1WK3VVSUB1FY7,B009MA34NY,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/Red Bronze/White'}",STACEY,"Size really depends on the brand.  I wear a 6.5 in Nike and they fit me perfectly.  These shoes are comfortable, they wrap around my feet like a bandage but do not restrict movement.",Perfect for the gym,1483747200,,,size really depends brand wear nike fit perfectly shoe comfortable wrap around foot like bandage restrict movement,182,1,1.0
501,2146,4.0,True,"05 15, 2017",A2ABEGA0S52R5E,B005AGO4LU,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",Katie Yockey,They run big. Order a full size smaller.,Four Stars,1494806400,,,run big order full size smaller,40,1,1.0
502,2641,5.0,True,"12 29, 2016",A37RTXMIC21YOH,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",R Hyden,Came quick and my daughter LOVES them,Five Stars,1482969600,,,came quick daughter love,37,1,1.0
503,1479,5.0,True,"01 18, 2017",A3QKKFB26AZSMG,B009MA34NY,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Volt-pure Platinum'}",Susana Ibarra,"Size 8, but purchased 8.5 for a more comfortable feel, considering shrinkage as a result of perspiration.",Satisfied,1484697600,,,size purchased comfortable feel considering shrinkage result perspiration,105,1,0.75
504,1308,3.0,True,"11 28, 2017",A22FYN2DKXSWS0,B009MA34NY,"{'Size:': ' 6 B(M) US', 'Color:': ' black'}",APrime Tower,"Not sure why, but my mid section of my foot starts to hurt using these shoes for a long day or a tough workout at the gym. I've owned other nike shoes of this line but that never happened to me.","Not sure why, but my mid section of my ...",1511827200,,,sure mid section foot start hurt using shoe long day tough workout gym owned nike shoe line never happened,194,1,0.25
505,1770,3.0,True,"05 25, 2017",A3J4XAGMLTHFHZ,B0092UF54A,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Susan,Ugh... way to large - is this for a man?,Nope,1495670400,,,ugh way large man,40,0,1.0
506,2217,5.0,True,"01 20, 2017",ADJRDVMENHF0J,B005AGO4LU,"{'Size:': ' 9 B(M) US', 'Color:': ' Grey'}",Skiman,"Good quality, perfect fit.  It's a Nike!",Good Sneaker,1484870400,,,good quality perfect fit nike,40,1,1.0
507,2631,5.0,True,"01 12, 2017",A2AXI9WHORKU6X,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",J. Spatsie,Cute and comfortable,Five Stars,1484179200,,,cute comfortable,20,1,1.0
508,2272,5.0,True,"10 19, 2016",A2HL6AXS8GU07F,B005AGO4LU,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Picky daughter actually loves them.,Worth it.,1476835200,,,picky daughter actually love,35,1,1.0
509,405,4.0,True,"01 6, 2017",A3KWGJH9EBRLE8,B001IKJOLW,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/Red Bronze/White'}",Amazon Customer,I was really excited when I opened the box to see the color is exactly like the image shows! I have the Nike flex tr 5 and used the same size to order these. They are a little bigger than expected but still comfortable.,... opened the box to see the color is exactly like the image shows,1483660800,,,really excited opened box see color exactly like image show nike flex tr used size order little bigger expected still comfortable,219,1,1.0
510,226,1.0,True,"11 19, 2017",A1BN6I0B2OF7WB,B001IKJOLW,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",goldenhikergirl,I usually wear a size 8 and they fit fine. These are way too narrow. Thought they might stretch out but they didnt. Had to give away.,TOO NARROW!,1511049600,,,usually wear size fit fine way narrow thought might stretch didnt give away,133,0,1.0
511,1226,5.0,True,"04 18, 2016",AZRZ2FB7CFNOE,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Catherine Uribe,I love my tennis shoes,Five Stars,1460937600,,,love tennis shoe,22,1,1.0
512,1422,5.0,True,"04 24, 2017",A1K0VEMIB5QF7I,B009MA34NY,"{'Size:': ' 7 B(M) US', 'Color:': ' Grey'}",Amazon Customer,Extremely well fitting and light weight,Five Stars,1492992000,,,extremely well fitting light weight,39,1,1.0
513,860,4.0,True,"05 11, 2016",A10RXRZE0TAKPU,B0058YEJ5K,"{'Size:': ' 10 D(M) US', 'Color:': ' Grey/Orange'}",Mark S,"The picture makes the shoe look like it has a ""boxier"" toe rather than the ""pointier"" toe that it actually has. I have wider feet and generally need to buy a size or half size longer to get a comfortable width (in any brand of shoe). I was shooting for a rounder, broader toe design which is more comfortable for me, and I feel that the pictures of this shoe didn't accurately depict what I received, in that one detail. Otherwise, ""the shoe fits."" So I am wearing it.",A bit pointier toe than depicted...,1462924800,,,picture make shoe look like boxier toe rather pointier toe actually wider foot generally need buy size half size longer get comfortable width brand shoe shooting rounder broader toe design comfortable feel picture shoe accurately depict received one detail otherwise shoe fit wearing,468,1,0.75
514,2095,3.0,True,"08 17, 2017",A2Y2IKO63FNHQE,B005AGO4LU,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/Hyper Violet/Total Crimson/White'}",Sandie,I returned them...found a Ryka pair I liked better,found a Ryka pair I liked,1502928000,,,returned found ryka pair liked better,50,0,1.0
515,1160,5.0,True,"10 29, 2016",A2CP5A30XO5JUO,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Aaron O.,Love them!  Very comfortable and great for weight training!,Love them! Very comfortable and great for weight training,1477699200,,,love comfortable great weight training,59,1,1.0
516,502,4.0,True,"05 4, 2016",AG8MPE8CQAPM7,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",MerryM,"I am a recess aide and on my feet all day long. I tried these shoes on in the store before purchasing them on Amazon. They are very lightweight and comfortable. I was surprised how great they felt. I haven't had a pair of Nikes since Nike shoxs came out. They are so much more lightweight than those. I wore them an entire day the first day and had no problems. The second day; however, I got a pain in my hip to the point where I started limping. As soon as I got home and took them off, the pain was gone the rest of the evening. I'm only 30 by the way. Nothing else in my daily routine changed except wearing these shoes two days in a row. I don't understand why it would make my hip hurt since they are comfortable on my feet, but I'm sure that was the problem. I wore different shoes today and had no pain. I don't think as much as I am on my feet I will be able to wear them an extended amount of time. I will have to rotate wearing them every other day. For normal wear, I believe, people will be fine. I am literally walking or standing six hours a day straight.

**UPDATE: So, initially after wearing them, I had hip pain after wearing them. I don't know if they just needed to be broken in, but I wear them all the time now and have not experienced any pain since the first couple times of wearing them. They are comfortable, and I love them even more now.",Comfortable and lightweight,1462320000,20.0,,recess aide foot day long tried shoe store purchasing amazon lightweight comfortable surprised great felt pair nike since nike shoxs came much lightweight wore entire day first day problem second day however got pain hip point started limping soon got home took pain gone rest evening way nothing else daily routine changed except wearing shoe two day row understand would make hip hurt since comfortable foot sure problem wore different shoe today pain think much foot able wear extended amount time rotate wearing every day normal wear believe people fine literally walking standing six hour day straight update initially wearing hip pain wearing know needed broken wear time experienced pain since first couple time wearing comfortable love even,1366,0,1.0
517,1673,5.0,True,"12 5, 2017",A1LKTJ6HKH077C,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",m.e,great,Five Stars,1512432000,,,great,5,1,1.0
518,1870,5.0,True,"12 27, 2016",A1IR4GED6BXNSR,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",M. Ridgell,Great product and fast shipping!,Five Stars,1482796800,,,great product fast shipping,32,1,1.0
519,3038,3.0,True,"11 14, 2016",A1NBH6OGAD3BSK,B014IBJKNO,"{'Size:': ' 8 M US', 'Color:': ' Grey'}",Khs,Good for non-aerobic workout. Mesh was very comfortable but no support for lateral movrment.,Not for aerobic exercise,1479081600,,,good non aerobic workout mesh comfortable support lateral movrment,92,1,1.0
520,612,5.0,True,"09 27, 2017",A2JCYVQLKWULGM,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Black'}",Manda Lynn,Super comfy!,Five Stars,1506470400,,,super comfy,12,1,1.0
521,1171,3.0,True,"10 1, 2016",A717DJ1DZRTC5,B0014F7B98,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Bright Mango/Crimson/White/Blue'}",JMcQ,Not a fan. Shoes looked great but too narrow for most feet.,Shoes looked great but too narrow for most feet,1475280000,,,fan shoe looked great narrow foot,59,1,1.0
522,2285,4.0,True,"09 6, 2016",AIIPH3GX5LWS0,B005AGO4LU,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Sophie G,"I've worn these to work out for 5 days in a row now. Initially, my arches ached but over time the discomfort subsided entirely. I've done everything from bootcamps, resistance training, running and Zumba. So yeah.., they are truly crosstrainers ;-)",Does the job!,1473120000,2.0,,worn work day row initially arch ached time discomfort subsided entirely done everything bootcamps resistance training running zumba yeah truly crosstrainers,248,1,1.0
523,751,5.0,True,"02 1, 2017",A3BN0MRGRDKM0J,B0058YEJ5K,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",j.morris,Perfect fit! Brand new in new box completely perfect condition and on sale!!! Awesome! Highly reccomend! Super cute shoes.,Super cute and on sale!!,1485907200,,,perfect fit brand new new box completely perfect condition sale awesome highly reccomend super cute shoe,122,1,1.0
524,1310,5.0,True,"11 27, 2017",A3OP70LPLALBKN,B009MA34NY,"{'Size:': ' 9 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Chelsea,Perfect!,Five Stars,1511740800,,,perfect,8,1,1.0
525,1048,5.0,True,"04 28, 2017",AASAT3YLO3WTB,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Rerch,good quality,Five Stars,1493337600,,,good quality,12,1,1.0
526,2121,5.0,True,"06 28, 2017",A1GQ2TRY8J631M,B005AGO4LU,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",K,Best shoes ever!!!,Five Stars,1498608000,,,best shoe ever,18,1,1.0
527,189,5.0,True,"03 2, 2018",A2RZ3T3ECENTMO,B001IKJOLW,"{'Size:': ' 11 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Jo,Very comfortable shoes. This is my second pair of this style of shoe because I loved them that much.,Very comfortable shoes. This is my second pair of this ...,1519948800,,,comfortable shoe second pair style shoe loved much,100,1,1.0
528,1240,5.0,True,"05 16, 2018",A39LISAY8SNHM,B009MA34NY,"{'Size:': ' 10.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",k,Comfortable,Five Stars,1526428800,,,comfortable,11,1,1.0
529,43,3.0,True,"02 1, 2017",A1G0HYMR02WM2W,B000YFSR5G,"{'Size:': ' XXX-Large', 'Color:': ' Light Steel'}",Cici Ciconia,As described.,Three Stars,1485907200,,,described,13,1,1.0
530,2430,5.0,True,"02 12, 2018",A2UALK0MY7S3C2,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Energy/Mtlc Silver/Black'}",salina,i love these shoes.,Five Stars,1518393600,,,love shoe,19,1,1.0
531,585,3.0,True,"11 28, 2017",A22FYN2DKXSWS0,B0058YEJ5K,"{'Size:': ' 6 B(M) US', 'Color:': ' black'}",APrime Tower,"Not sure why, but my mid section of my foot starts to hurt using these shoes for a long day or a tough workout at the gym. I've owned other nike shoes of this line but that never happened to me.","Not sure why, but my mid section of my ...",1511827200,,,sure mid section foot start hurt using shoe long day tough workout gym owned nike shoe line never happened,194,1,0.25
532,1890,5.0,True,"11 11, 2016",A3DIMXA53RL7P,B0092UF54A,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",B Savage,Favorite Nikes ever. I already owned this style and was ready for a new pair so I went with these. Love the color and they fit great.,Favorite Nikes ever,1478822400,,,favorite nike ever already owned style ready new pair went love color fit great,133,1,1.0
533,48,4.0,True,"05 24, 2015",A2UUEV4MYOJY66,B000YFSR5G,,Fix-it Man,Not much for wearing anything other than jeans. These fit OK for my size. Nice for lounging in around the house.,Fleece Pants,1432425600,,,much wearing anything jean fit ok size nice lounging around house,112,1,1.0
534,767,5.0,True,"01 7, 2017",A1WK3VVSUB1FY7,B0058YEJ5K,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/Red Bronze/White'}",STACEY,"Size really depends on the brand.  I wear a 6.5 in Nike and they fit me perfectly.  These shoes are comfortable, they wrap around my feet like a bandage but do not restrict movement.",Perfect for the gym,1483747200,,,size really depends brand wear nike fit perfectly shoe comfortable wrap around foot like bandage restrict movement,182,1,1.0
535,1637,5.0,True,"03 21, 2018",A36UF843501J4Y,B0092UF54A,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Alisha K. Casey,I love them! They fit perfect and are very comfortable!!,Five Stars,1521590400,,,love fit perfect comfortable,56,1,1.0
536,212,5.0,True,"01 7, 2018",A1FQAVH5JBSV6A,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Renata,I Love it. It is very light and the color is great.,Five Stars,1515283200,,,love light color great,51,1,1.0
537,2622,5.0,True,"01 20, 2017",ADJRDVMENHF0J,B010RRWKT4,"{'Size:': ' 9 M US', 'Color:': ' Grey'}",Skiman,"Good quality, perfect fit.  It's a Nike!",Good Sneaker,1484870400,,,good quality perfect fit nike,40,1,1.0
538,1997,5.0,True,"04 8, 2018",A2IJJUO99LXIXG,B005AGO4LU,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Aline J Cone,Love these shoes!! They are true to size and very comfortable!! This is my second pair - I wore out the first pair!! Good arch support - I have a high arch!!,Love these shoes,1523145600,,,love shoe true size comfortable second pair wore first pair good arch support high arch,157,1,1.0
539,1329,5.0,True,"10 22, 2017",A2HMEEX4K9UX81,B009MA34NY,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Green Glow/Seaweed - Hasta - White'}",Kerry,Love love love,Five Stars,1508630400,,,love love love,14,1,1.0
